product,img,score,title,pros,cons,body
Grisport Zermatt Mid Wandelschoenen Unisex - Green - Maat 41,https://media.s-bol.com/765o3yQYnR5Q/550x404.jpg,klantbeoordeling: 1 van de 5 sterren,Beschrijving klopt nier,[],"['voldoet niet aan verwachting', 'slechte kwaliteit']",Deze schoenen zijn absoluut niet waterdicht!
Grisport Zermatt Mid Wandelschoenen Unisex - Green - Maat 41,https://media.s-bol.com/765o3yQYnR5Q/550x404.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Prima wandelschoen voldoet aan de verwachting
Grisport Zermatt Mid Wandelschoenen Unisex - Green - Maat 41,https://media.s-bol.com/765o3yQYnR5Q/550x404.jpg,klantbeoordeling: 5 van de 5 sterren,"Mooie, goed zittende schoenen.","['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Had deze schoenen al bij Wkp gezien, zitten heel goed. En daarom wist ik dat ik een maat groter moest hebben."
Travelin' Nyborg - Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43,https://media.s-bol.com/jnknEGyJL6LB/550x270.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Heerlijke lopers!
Travelin' Nyborg - Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43,https://media.s-bol.com/jnknEGyJL6LB/550x270.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed kwaliteit,['Goede kwaliteit'],[],Aangenaam dragen en vaste voet om te wandellen
Travelin' Nyborg - Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43,https://media.s-bol.com/jnknEGyJL6LB/550x270.jpg,klantbeoordeling: 4 van de 5 sterren,"Zit gelijk goed, waterdichtheid bij langere wandeling matig","['Voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",['Toch natte sokken na twee uren in de regen lopen.'],"Zit goed, waterdicht voor de eerste twee uren, daarna niet of in ieder geval minder."
Travelin' Nyborg - Heren wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 43,https://media.s-bol.com/jnknEGyJL6LB/550x270.jpg,klantbeoordeling: 5 van de 5 sterren,Wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Top schoen. Zit lekker en kan uren wandelen zonder problemen. Zelfs 'inlopen' hoefde niet..
Skechers Relment Daggett bruin wandelschoenen heren (204642 CHOC),https://media.s-bol.com/ZXJJKJXErnr5/399q4R/550x523.jpg,klantbeoordeling: 1 van de 5 sterren,geen goede aankoop,[],['Slechte kwaliteit'],Zeer slecht afgewerkt aan binnenzijde  .Daardoor pijnlijk lopen.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Prima schoen met goede pasvorm,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Ze zitten als gegoten,"['Voldoet aan verwachting', 'Voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 4 van de 5 sterren,Toppie,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede keus
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Goeie wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen."
Meindl Ohio 2 GTX heren wandelschoenen 49 marine,https://media.s-bol.com/Wm1QrlL1v5Bn/jZRV3RB/550x559.jpg,klantbeoordeling: 5 van de 5 sterren,Super,"['voldoet aan verwachting', 'Goede kwaliteit', 'goede prijs/kwaliteit verhouding']",['Kleur komt niet overeen met afbeelding'],"Gekocht voor mijn man omdat hij graag wandelt. Hij had dit merk al in een laag model. Deze vind hij veel fijner omdat ze hoog zijn. Hij zegt er geen zweet voeten in te krijgen, vind ze heerlijk zitten en draagt nu ook altijd. Kortom meer dan een aanrader! Alleen ze zijn echt niet blauw, maar gewoon zwart! Ook erg mooi. Besteld via een partner van bol."
Meindl Lite Trail Gore-tex Dames Wandelschoenen 3965-29 - Kleur Blauw - Maat 39,https://media.s-bol.com/z9A7DoO1Nvm2/Jy6joD9/550x427.jpg,klantbeoordeling: 5 van de 5 sterren,Top wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"Lopen zo fijn , je stapt zo eind weg"
Columbia Trailstorm - Wandelschoenen Heren Waterdicht - Bergschoenen - Maat 44,https://media.s-bol.com/gy4R5njNBVDG/njPJ8R/550x424.jpg,klantbeoordeling: 2 van de 5 sterren,Niet waterdicht,['Licht'],['Voldoet niet aan verwachting'],Loopt prima maar absoluut niet blijvend waterdicht
Columbia Trailstorm - Wandelschoenen Heren Waterdicht - Bergschoenen - Maat 44,https://media.s-bol.com/gy4R5njNBVDG/njPJ8R/550x424.jpg,klantbeoordeling: 4 van de 5 sterren,"Mooie schoen, licht in gewicht. Bestel 1 maat groter. 42 was te klein.",['Voldoet aan verwachting'],[],"Retour . 42 was te klein.  Dus ik bestel nu een 43. Mooie schoen, en heel licht in gewicht.  42 dus retour. Maar dat gaat bij BOL altijd netjes."
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
Meindl Caracas Gore-tex Heren Wandelschoenen 3879-31 - Kleur Antraciet - Maat 44.5,https://media.s-bol.com/BX05mMxwWyYX/PKQol1/550x379.jpg,klantbeoordeling: 5 van de 5 sterren,Mooie waterdichte wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],"Mooie, stevige, waterdichte wandelschoenen! Ik moe(s)t wel even wennen aan de stugheid van het materiaal. De schoenen moeten wel even ingelopen worden, dus in het begin niet te lange afstanden gaan lopen. Het inlopen lukte bij mij zonder blaren, maar de schoen moet wel even naar je voet gaan staan."
Meindl Caracas Gore-tex Heren Wandelschoenen 3879-31 - Kleur Antraciet - Maat 44.5,https://media.s-bol.com/BX05mMxwWyYX/PKQol1/550x379.jpg,klantbeoordeling: 5 van de 5 sterren,Veel wandel plezier,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Mooi van kleurZacht stevige wandelschoenMoeilijke voeten daarvoor zijn top
Meindl Ohio 2 Gore-tex Dames Wandelschoenen 3888-49 - Kleur Blauw - Maat 40,https://media.s-bol.com/NWoL3ZkLDJvK/BrOGylo/550x560.jpg,klantbeoordeling: 5 van de 5 sterren,Heerlijke schoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Vandaag ontvangen, heel erg blij mee.Stevige maar soepele schoenen.Heerlijke zacht stof van binnen.Snelle levering. Helemaal prima dus!"
Meindl Ohio 2 Gore-tex Dames Wandelschoenen 3888-49 - Kleur Blauw - Maat 40,https://media.s-bol.com/NWoL3ZkLDJvK/BrOGylo/550x560.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen
Meindl Ohio 2 Gore-tex Dames Wandelschoenen 3888-49 - Kleur Blauw - Maat 40,https://media.s-bol.com/NWoL3ZkLDJvK/BrOGylo/550x560.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer comfortabele stapschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Zeer comfortabel, ik heb ze niet moeten inlopen want ze voelen direct goed aan en ik heb geen  pijn of last gevoeld na mijn eerste staptocht. Ik kocht eerder al een identiek paar van dit merk en zal dit opnieuw doen wanneer ze versleten zijn."
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Schoenen lopen heerlijk. Ook in het bos en in bergachtig gebied.In een woord Top
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 4 van de 5 sterren,Prettig wandelen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lopen heerlijk met een fijne zool en leest
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fijn,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Heerlijke soepele wndelschoenen die ook warm zitten
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['voldoet aan verwachting'],[],Comfortabel
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Prima schoen met goede pasvorm,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Ze zitten als gegoten,"['Voldoet aan verwachting', 'Voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 4 van de 5 sterren,Toppie,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede keus
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Goeie wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen."
The North Face M HEDGEHOG FASTPACK WP (EU) Wandelschoenen Mannen - Maat 42,https://media.s-bol.com/NjjJXz1rlpKD/0KmZAX/550x359.jpg,klantbeoordeling: 5 van de 5 sterren,Heerlijk zittende lichtgewicht wandelschoenen.,[],[],"Ik heb al jaren wandelschoenen van The North face en die bevallen uitstekend. Ze zijn licht aan de voeten, waterdicht en geschikt voor ruw terrein. En gaan lang mee."
Keen Clearwater Dames Wandelsandalen Black/Black | Zwart | Polyester | Maat 39 | K1020662,https://media.s-bol.com/x8M456BRPlGP/oZV2WJY/550x258.jpg,klantbeoordeling: 5 van de 5 sterren,Geweldige schoen,[],[],"Prima voor de zomer wandelingen, door water of niet."
Skechers Hillcrest Wandelschoenen Mannen - Maat 43,https://media.s-bol.com/x8LDR0OlqXz3/QnwoBZM/550x262.jpg,klantbeoordeling: 5 van de 5 sterren,Fijne schoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Zitten heerlijk, lopen heerlijk en zien er stoer uit."
adidas TERREX AX3 - Heren Wandelschoenen Trekking Outdoor Schoenen Zwart FX4575 - Maat EU 44 UK 9.5,https://media.s-bol.com/8gXxY2ro64lo/B2kV8n/550x276.jpg,klantbeoordeling: 4 van de 5 sterren,"Goed product, slechte levering",[],[],"schoenen zijn perfect. Advies maat groter is terecht. Leverancier Brands-Expert en of Bol slecht in levering. Geen track&trace, geen communicatie, komen een keer langs maar wanneer is niet bekend. In mijn geval niet thuis, na mail te hebben verstuurd blijkt pakket al dagen in een winkel te liggen op 3 km afstand. Ook hier niet over gecommuniceerd."
Columbia Redmond III Mid Wandelschoenen Heren Waterdicht - Bergschoenen Heren - Bruin - Maat 44,https://media.s-bol.com/qo4gY2zoD95k/kNPMGX/550x351.jpg,klantbeoordeling: 4 van de 5 sterren,Super schoen,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Hoef niet lang in te lopenn']",[],Hoewel ik normaal pijnlijke voeten heb zitten deze gelukkig als gegoten. Geen pijnlijke voeten en niet lomp zodat je ze niet met autorijden aan kan.
Columbia Redmond III Mid Wandelschoenen Heren Waterdicht - Bergschoenen Heren - Bruin - Maat 44,https://media.s-bol.com/qo4gY2zoD95k/kNPMGX/550x351.jpg,klantbeoordeling: 5 van de 5 sterren,J Vanneste Waregem,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Zeer comfortabele wandelschoen, zit perfect aan de voet. Een aanrader!"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
"Skechers Hillcrest-Vast Adventure 237266-BBK, Mannen, Zwart, Trekkingschoenen, maat: 42,5",https://media.s-bol.com/GzYAp2g0Z8Wy/gZ42lrG/550x334.jpg,klantbeoordeling: 5 van de 5 sterren,Fijne schoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Zitten heerlijk, lopen heerlijk en zien er stoer uit."
Skechers Selmen - My Turf Dames Laarzen - Charcoal - Maat 36,https://media.s-bol.com/xok5Po9NZnZl/BgGpKLQ/550x325.jpg,klantbeoordeling: 5 van de 5 sterren,Skethers,['Goede kwaliteit'],[],Skethers altijd goed
Merrell Moab 2 Ventilator Wandelschoenen Heren - Zandkleur - Maat 43,https://media.s-bol.com/YkX3mQPE5L2/550x330.jpg,klantbeoordeling: 5 van de 5 sterren,top schoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Loop al jaren op dit type Merrel schoen. Bevalt erg goed. Gelijk vanaf nieuw, aantrekken en lopen maar. Koop soms een extra paar, in het geval dat dit type ooit eens van de markt mocht verdwijnen. Kortom: voor mij een top product."
Merrell Moab 2 Ventilator Wandelschoenen Heren - Zandkleur - Maat 43,https://media.s-bol.com/YkX3mQPE5L2/550x330.jpg,klantbeoordeling: 5 van de 5 sterren,De perfecte wandelschoen bij Bol.com,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Voor mij de perfecte wandelschoen!
Merrell Moab 2 Ventilator Wandelschoenen Heren - Zandkleur - Maat 43,https://media.s-bol.com/YkX3mQPE5L2/550x330.jpg,klantbeoordeling: 5 van de 5 sterren,beste schoen ooit!,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"echt een heerlijke schoen om te dragen, zeer comfortabel met stevige zool om uren op te lopen, ook prima als vrije tijds-schoen!"
Merrell Moab 2 Ventilator Wandelschoenen Heren - Zandkleur - Maat 43,https://media.s-bol.com/YkX3mQPE5L2/550x330.jpg,klantbeoordeling: 3 van de 5 sterren,Duur en niet duurzaam,['loopt lekker na een tijdje'],"['duur', 'zool is niet van het kwaliteit dat ze zeggen']","Hier bij bol.com 30 euro duurder dan op een andere site. Schoen is niet bepaald duurzaam, na twee maanden ging de zool al flink kapot (garantie gelukkig). Het duurt ook even dat de schoen ingelopen is, maar dan loopt ie wel lekker."
Merrell Moab 2 Ventilator Wandelschoenen Heren - Zandkleur - Maat 43,https://media.s-bol.com/YkX3mQPE5L2/550x330.jpg,klantbeoordeling: 3 van de 5 sterren,Goede kwaliteit,['Goede kwaliteit'],['voldoet niet aan verwachting'],SCHOENMAAT VALT KLEINER UIT
Merrell Moab 2 Ventilator Wandelschoenen Heren - Zandkleur - Maat 43,https://media.s-bol.com/YkX3mQPE5L2/550x330.jpg,klantbeoordeling: 4 van de 5 sterren,aanrader,"['voldoet aan verwachting', 'Goede kwaliteit']",[],stevige wandelschoen aan een mooie prijs.
Grisport Tampa Mid Wandelschoenen Unisex - Blue - Maat 40,https://media.s-bol.com/q5D66DZknzzr/w19j0M/550x505.jpg,klantbeoordeling: 4 van de 5 sterren,Valt klein uit,['Goede kwaliteit'],['Valt klein uit'],"Er staat bij valt normaal, dat is absoluut niet zo! Valt zeker een maat kleiner uit."
Grisport Tampa Mid Wandelschoenen Unisex - Blue - Maat 40,https://media.s-bol.com/q5D66DZknzzr/w19j0M/550x505.jpg,klantbeoordeling: 5 van de 5 sterren,Fijnste wandelschoenen tot nu toe,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Nu nog op redelijk vlak terrein gewandeld. In de bergen nog niet gelopen. Verwacht dat ze net zo goed voldoen als op het platte vlak. Zit prima en makkelijk snel sluiten van het bovenste deel van de  veters. Voor allebei (man en vrouw) tegen scherpe prijs gekocht. We vinden ze de fijnste wandel (berg)schoenen tot nu toe.
Grisport Tampa Mid Wandelschoenen Unisex - Blue - Maat 40,https://media.s-bol.com/q5D66DZknzzr/w19j0M/550x505.jpg,klantbeoordeling: 3 van de 5 sterren,Geen aanrader,[],['Voldoet niet aan verwachting'],De omschrijving komt niet overeen met de realiteit. De zool is niet wat de fabrikant belooft.
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Schoenen lopen heerlijk. Ook in het bos en in bergachtig gebied.In een woord Top
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 4 van de 5 sterren,Prettig wandelen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lopen heerlijk met een fijne zool en leest
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fijn,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Heerlijke soepele wndelschoenen die ook warm zitten
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['voldoet aan verwachting'],[],Comfortabel
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Prima schoen met goede pasvorm,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Lang gezocht naar schoenen met een brede pasvorm en heb die met deze gevonden. Vooral de teenruimte is een verademing.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Ze zitten als gegoten,"['Voldoet aan verwachting', 'Voldoet aan verwachting', 'Goede kwaliteit']",[],Hele fijne wandelschoenen met brede pasvorm. Ik heb ze niet in hoeven lopen ze zaten meteen goed. Het herenmodel heeft een bredere pasvorm daarom heb ik hier voor gekozen.Helaas liet bij de vierde wandeling er een haakje los waar de veter om heen moet. Ik heb dit gemeld en kreeg heel snel antwoord. Ik krijg een paar nieuwe schoenen. Nu wist ik niet wat ik moest verwachten maar dit is boven verwachting. Dit is topservice !Dank jullie wel ToExplore.
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,prima wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"fijne pasvorm, mooi materiaal"
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Heel goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Perfecte pasvorm en lopen lekker
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 4 van de 5 sterren,Toppie,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede keus
Travelin' Nyborg - Hoge Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 42,https://media.s-bol.com/7AwAgMojLq18/550x352.jpg,klantbeoordeling: 5 van de 5 sterren,Goeie wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Goeie wandelschoenen, zitten perfect. Reeds een aantal wandelingen mee gedaan intussen, enkel positieve ervaringen."
Travelin' Nyborg - Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 39,https://media.s-bol.com/pz7pQnBYE61Q/550x333.jpg,klantbeoordeling: 5 van de 5 sterren,Een aanrader,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],Stevige en fijn zittende schoen
Travelin' Nyborg - Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 39,https://media.s-bol.com/pz7pQnBYE61Q/550x333.jpg,klantbeoordeling: 4 van de 5 sterren,Wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']","['Niet gebruiksvriendelijk', 'De zolen zijn bij een beetje nat weer erg glibberi']",Goede pasvorm hiel mag iets smaller
Travelin' Nyborg - Dames wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 39,https://media.s-bol.com/pz7pQnBYE61Q/550x333.jpg,klantbeoordeling: 4 van de 5 sterren,Goede scboen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Schoen is perfect maar valt klein.Maat 39 net een half maatje te klein.
Travelin' Assens Heren wandelschoenen - Watericht en Ademend - VIBRAM zool - Grijs leer - Maat 43,https://media.s-bol.com/qAgKENOAywA0/k5Y138K/550x385.jpg,klantbeoordeling: 5 van de 5 sterren,Ik was zeer verrast..,[],[],"hehe,  eindelijk iemand die een wandelaarsvoet begrijpt..niet alleen dat,, ben zelf heel vaak buiten,  meestal op onverharde wegen en paden.en echt,, ik heb veel schoenen versleten,  waarvan steeds dure merken. achteraf was dat het net niet.affijn...Deze schoenen zitten werkelijk perfect,  ook bij het lopen heb je geweldige steun om je enkel en voet.zelfs bij het stappen krijg je niet zo'n klap op je rug...goede stevige veters waar je gemakkelijk een wandelaars knoop in legt.prachtig afgewerkt,  fijne stiksels, echt wol en leer..ik zeg: proberen..."
